jns_karantina;komoditas;satuan;harga;Komsat
T;KACANG KAROB;botol;1.111;KACANG KAROB/botol
T;KACANG KAROB;gram;1.111;KACANG KAROB/gram
T;KACANG KEDELAI;bag;1.111;KACANG KEDELAI/bag
T;KACANG KEDELAI;pound;1.111;KACANG KEDELAI/pound
T;KACANG KEDELAI;tank, rectangular;1.111;KACANG KEDELAI/tank, rectangular
T;KACANG KEDELAI;ton;1.111;KACANG KEDELAI/ton
T;KACANG KUNING;kilogram;1.111;KACANG KUNING/kilogram
T;KACANG KUNING;ton;1.111;KACANG KUNING/ton
T;KACANG LENTIL;kilogram;1.111;KACANG LENTIL/kilogram
T;KACANG LENTIL;ton;1.111;KACANG LENTIL/ton
T;KACANG MATPEL;bag;1.111;KACANG MATPEL/bag
T;KACANG MATPEL;kilogram;1.111;KACANG MATPEL/kilogram
T;KACANG MATPEL;kilogram per second;1.111;KACANG MATPEL/kilogram per second
T;KACANG MATPEL;ton;1.111;KACANG MATPEL/ton
T;KACANG MEDE;carton;1.111;KACANG MEDE/carton
T;KACANG MEDE;gram;1.111;KACANG MEDE/gram
T;KACANG MEDE;kemasan;1.111;KACANG MEDE/kemasan
T;KACANG MEDE;ton;1.111;KACANG MEDE/ton
T;KACANG MERAH;ton;1.111;KACANG MERAH/ton
T;KACANG OTOK;kemasan;1.111;KACANG OTOK/kemasan
T;KACANG OTOK;kilogram;1.111;KACANG OTOK/kilogram
T;KACANG POLONG;ton;1.111;KACANG POLONG/ton
T;KACANG TANAH;bag;1.111;KACANG TANAH/bag
T;KACANG TANAH;carton;1.111;KACANG TANAH/carton
T;KACANG TANAH;gram;1.111;KACANG TANAH/gram
T;KACANG TANAH;kilogram of phosphorus pentoxide (phosphoric anhydride);1.111;KACANG TANAH/kilogram of phosphorus pentoxide (phosphoric anhydride)
T;KACANG TANAH;kilogram per second;1.111;KACANG TANAH/kilogram per second
T;KACANG TANAH;ton;1.111;KACANG TANAH/ton
T;KACANG-KACANGAN KECUALI BROAD BEANS DAN KEDELAI;ton;1.111;KACANG-KACANGAN KECUALI BROAD BEANS DAN KEDELAI/ton
T;KAKAO BIJI;bag;1.111;KAKAO BIJI/bag
T;KAKAO BIJI;bulk;1.111;KAKAO BIJI/bulk
T;KAKAO BIJI;gram;1.111;KAKAO BIJI/gram
T;KAKAO BIJI;ton;1.111;KAKAO BIJI/ton
T;KAKAO BUBUK;gram;1.111;KAKAO BUBUK/gram
T;KAKAO BUBUK;ton;1.111;KAKAO BUBUK/ton
T;Kakao Cake;gram;1.111;Kakao Cake/gram
T;Kakao Cake;ton;1.111;Kakao Cake/ton
T;KAKAO PASTA;gram;1.111;KAKAO PASTA/gram
T;KAKAO PASTA;ton;1.111;KAKAO PASTA/ton
T;KAKAO SHELL;bag;1.111;KAKAO SHELL/bag
T;KAKAO SHELL;ton;1.111;KAKAO SHELL/ton
T;KAPAS SERAT;bale;1.111;KAPAS SERAT/bale
T;KAPAS SERAT;box;1.111;KAPAS SERAT/box
T;KAPAS SERAT;bundle;1.111;KAPAS SERAT/bundle
T;KAPAS SERAT;kilogram of phosphorus pentoxide (phosphoric anhydride);1.111;KAPAS SERAT/kilogram of phosphorus pentoxide (phosphoric anhydride)
T;KAPAS SERAT;kilogram per second;1.111;KAPAS SERAT/kilogram per second
T;KAPAS SERAT;milligram;1.111;KAPAS SERAT/milligram
T;KAPAS SERAT;ton;1.111;KAPAS SERAT/ton
T;KAPUK;gram;1.111;KAPUK/gram
T;KAPULAGA;bag;1.111;KAPULAGA/bag
T;KAPULAGA;carton;1.111;KAPULAGA/carton
T;KAPULAGA;gram;1.111;KAPULAGA/gram
T;KAPULAGA;ton;1.111;KAPULAGA/ton
T;KARAWAI;kilogram;1.111;KARAWAI/kilogram
T;KARAWAI;ton;1.111;KARAWAI/ton
T;KARET LEMBARAN;bale;1.111;KARET LEMBARAN/bale
T;KARET LEMBARAN;box;1.111;KARET LEMBARAN/box
T;KARET LEMBARAN;gram;1.111;KARET LEMBARAN/gram
T;KARET LEMBARAN;meter kubik;1.111;KARET LEMBARAN/meter kubik
T;KARET LEMBARAN;metre per second;1.111;KARET LEMBARAN/metre per second
T;KARET LEMBARAN;ton;1.111;KARET LEMBARAN/ton
T;KARET LEMPENGAN;bale;1.111;KARET LEMPENGAN/bale
T;KARET LEMPENGAN;kemasan;1.111;KARET LEMPENGAN/kemasan
T;KARET LEMPENGAN;meter kubik;1.111;KARET LEMPENGAN/meter kubik
T;KARET LEMPENGAN;metre per second;1.111;KARET LEMPENGAN/metre per second
T;KARET LEMPENGAN;pallet (lift);1.111;KARET LEMPENGAN/pallet (lift)
T;KARET LEMPENGAN;peti kemas;1.111;KARET LEMPENGAN/peti kemas
T;KARET LEMPENGAN;skein;1.111;KARET LEMPENGAN/skein
T;KARET LEMPENGAN;ton;1.111;KARET LEMPENGAN/ton
T;KARUNG GONI;bale;1.111;KARUNG GONI/bale
T;KARUNG GONI;gram;1.111;KARUNG GONI/gram
T;KARUNG GONI;kilogram per second;1.111;KARUNG GONI/kilogram per second
T;KAYU AKASIA;carton;1.111;KAYU AKASIA/carton
T;KAYU AKASIA;gram;1.111;KAYU AKASIA/gram
T;KAYU AKASIA;ton;1.111;KAYU AKASIA/ton
T;KAYU ALBASIA;ton;1.111;KAYU ALBASIA/ton
T;KAYU ALDER;bundle;1.111;KAYU ALDER/bundle
T;KAYU ALDER;kemasan;1.111;KAYU ALDER/kemasan
T;KAYU ALDER;number of international units;1.111;KAYU ALDER/number of international units
T;KAYU ALDER;ton;1.111;KAYU ALDER/ton
T;KAYU ASH;bundle;1.111;KAYU ASH/bundle
T;KAYU ASH;kemasan;1.111;KAYU ASH/kemasan
T;KAYU ASH;kilogram;1.111;KAYU ASH/kilogram
T;KAYU ASH;ton;1.111;KAYU ASH/ton
T;KAYU BANGKIRAI;gram;1.111;KAYU BANGKIRAI/gram
T;KAYU BASS;ton;1.111;KAYU BASS/ton
T;KAYU BEECH;buah/butir/batang;1.111;KAYU BEECH/buah/butir/batang
T;KAYU BEECH;bundle;1.111;KAYU BEECH/bundle
T;KAYU BEECH;gram;1.111;KAYU BEECH/gram
T;KAYU BEECH;kilogram;1.111;KAYU BEECH/kilogram
T;KAYU BEECH;meter kubik;1.111;KAYU BEECH/meter kubik
T;KAYU BEECH;meter persegi;1.111;KAYU BEECH/meter persegi
T;KAYU BEECH;set;1.111;KAYU BEECH/set
T;KAYU BEECH;ton;1.111;KAYU BEECH/ton
T;KAYU BIRCH;buah/butir/batang;1.111;KAYU BIRCH/buah/butir/batang
T;KAYU BIRCH;carton;1.111;KAYU BIRCH/carton
T;KAYU BIRCH;kilogram;1.111;KAYU BIRCH/kilogram
T;KAYU BIRCH;ton;1.111;KAYU BIRCH/ton
T;KAYU CEDAR;ton;1.111;KAYU CEDAR/ton
T;KAYU CHERRY;kilogram;1.111;KAYU CHERRY/kilogram
T;KAYU CHERRY;meter kubik;1.111;KAYU CHERRY/meter kubik
T;KAYU CHERRY;ton;1.111;KAYU CHERRY/ton
T;KAYU GAHARU;bag;1.111;KAYU GAHARU/bag
T;KAYU GAHARU;gram;1.111;KAYU GAHARU/gram
T;KAYU GAHARU;ton;1.111;KAYU GAHARU/ton
T;KAYU GERGAJIAN;bundle;1.111;KAYU GERGAJIAN/bundle
T;KAYU GERGAJIAN;kemasan;1.111;KAYU GERGAJIAN/kemasan
T;KAYU GERGAJIAN;meter kubik;1.111;KAYU GERGAJIAN/meter kubik
T;KAYU GERGAJIAN;ton;1.111;KAYU GERGAJIAN/ton
T;KAYU HEMLOK;kilogram;1.111;KAYU HEMLOK/kilogram
T;KAYU HEMLOK;meter kubik;1.111;KAYU HEMLOK/meter kubik
T;KAYU HEMLOK;ton;1.111;KAYU HEMLOK/ton
T;KAYU IROKO;ton;1.111;KAYU IROKO/ton
T;KAYU JATI;buah/butir/batang;1.111;KAYU JATI/buah/butir/batang
T;KAYU JATOBA;ton;1.111;KAYU JATOBA/ton
T;KAYU KARET;kemasan;1.111;KAYU KARET/kemasan
T;KAYU KARET;ton;1.111;KAYU KARET/ton
T;Kayu Karet Olahan;buah/butir/batang;1.111;Kayu Karet Olahan/buah/butir/batang
T;Kayu Karet Olahan;ton;1.111;Kayu Karet Olahan/ton
T;KAYU KUNING;carton;1.111;KAYU KUNING/carton
T;KAYU LAPIS;ton;1.111;KAYU LAPIS/ton
T;KAYU MANIS;bag;1.111;KAYU MANIS/bag
T;KAYU MANIS;gram;1.111;KAYU MANIS/gram
T;KAYU MANIS;ton;1.111;KAYU MANIS/ton
T;KAYU MAPLE;buah/butir/batang;1.111;KAYU MAPLE/buah/butir/batang
T;KAYU MAPLE;bundle;1.111;KAYU MAPLE/bundle
T;KAYU MAPLE;kilogram;1.111;KAYU MAPLE/kilogram
T;KAYU MAPLE;ton;1.111;KAYU MAPLE/ton
T;KAYU MERANTI;gram;1.111;KAYU MERANTI/gram
T;KAYU MERANTI;ton;1.111;KAYU MERANTI/ton
T;KAYU MERBAU;ton;1.111;KAYU MERBAU/ton
T;KAYU OAK MERAH;box;1.111;KAYU OAK MERAH/box
T;KAYU OAK MERAH;buah/butir/batang;1.111;KAYU OAK MERAH/buah/butir/batang
T;KAYU OAK MERAH;bundle;1.111;KAYU OAK MERAH/bundle
T;KAYU OAK MERAH;cubic centimetre;1.111;KAYU OAK MERAH/cubic centimetre
T;KAYU OAK MERAH;kilogram;1.111;KAYU OAK MERAH/kilogram
T;KAYU OAK MERAH;ton;1.111;KAYU OAK MERAH/ton
T;KAYU OAK PUTIH;buah/butir/batang;1.111;KAYU OAK PUTIH/buah/butir/batang
T;KAYU OAK PUTIH;bundle;1.111;KAYU OAK PUTIH/bundle
T;KAYU OAK PUTIH;kemasan;1.111;KAYU OAK PUTIH/kemasan
T;KAYU OAK PUTIH;ton;1.111;KAYU OAK PUTIH/ton
T;KAYU OLAHAN;bag;1.111;KAYU OLAHAN/bag
T;KAYU OLAHAN;carton;1.111;KAYU OLAHAN/carton
T;KAYU OLAHAN;dozen;1.111;KAYU OLAHAN/dozen
T;KAYU OLAHAN;kemasan;1.111;KAYU OLAHAN/kemasan
T;KAYU OLAHAN;kilogram of phosphorus pentoxide (phosphoric anhydride);1.111;KAYU OLAHAN/kilogram of phosphorus pentoxide (phosphoric anhydride)
T;KAYU OLAHAN;kilogram per cubic metre;1.111;KAYU OLAHAN/kilogram per cubic metre
T;KAYU OLAHAN;kilogram per second;1.111;KAYU OLAHAN/kilogram per second
T;KAYU OLAHAN;lembar;1.111;KAYU OLAHAN/lembar
T;KAYU OLAHAN;net ton;1.111;KAYU OLAHAN/net ton
T;KAYU OLAHAN;pallet/unit load;1.111;KAYU OLAHAN/pallet/unit load
T;KAYU OLAHAN;set;1.111;KAYU OLAHAN/set
T;KAYU OLAHAN;ton;1.111;KAYU OLAHAN/ton
T;KAYU PAKING;kemasan;1.111;KAYU PAKING/kemasan
T;KAYU PAKING;kilogram;1.111;KAYU PAKING/kilogram
T;KAYU PAKING;meter kubik;1.111;KAYU PAKING/meter kubik
T;KAYU PAKING;peti kemas;1.111;KAYU PAKING/peti kemas
T;KAYU PALLET;box;1.111;KAYU PALLET/box
T;KAYU PALLET;buah/butir/batang;1.111;KAYU PALLET/buah/butir/batang
T;KAYU PALLET;lembar;1.111;KAYU PALLET/lembar
T;KAYU PALLET;peti kemas;1.111;KAYU PALLET/peti kemas
T;KAYU PALLET;set;1.111;KAYU PALLET/set
T;KAYU PALLET;ton;1.111;KAYU PALLET/ton
T;KAYU PAPAN;kilogram;1.111;KAYU PAPAN/kilogram
T;KAYU PAPAN;lembar;1.111;KAYU PAPAN/lembar
T;KAYU PAPAN;ton;1.111;KAYU PAPAN/ton
T;KAYU PERSIMMON;box;1.111;KAYU PERSIMMON/box
T;KAYU PERSIMMON;gram;1.111;KAYU PERSIMMON/gram
T;KAYU PINUS;buah/butir/batang;1.111;KAYU PINUS/buah/butir/batang
T;KAYU PINUS;bundle;1.111;KAYU PINUS/bundle
T;KAYU PINUS;gram;1.111;KAYU PINUS/gram
T;KAYU PINUS;kemasan;1.111;KAYU PINUS/kemasan
T;KAYU PINUS;meter persegi;1.111;KAYU PINUS/meter persegi
T;KAYU PINUS;ton;1.111;KAYU PINUS/ton
T;KAYU POPLAR;kilogram;1.111;KAYU POPLAR/kilogram
T;KAYU POPLAR;meter kubik;1.111;KAYU POPLAR/meter kubik
T;KAYU POPLAR;ton;1.111;KAYU POPLAR/ton
T;KAYU POPLAR KERING;bundle;1.111;KAYU POPLAR KERING/bundle
T;KAYU POPLAR KERING;kilogram;1.111;KAYU POPLAR KERING/kilogram
T;KAYU POPLAR KERING;meter kubik;1.111;KAYU POPLAR KERING/meter kubik
T;KAYU POPLAR KERING;ton;1.111;KAYU POPLAR KERING/ton
T;Kayu Putih;ton;1.111;Kayu Putih/ton
T;KAYU ROSEWOOD;meter kubik;1.111;KAYU ROSEWOOD/meter kubik
T;KAYU ROSEWOOD;ton;1.111;KAYU ROSEWOOD/ton
T;KAYU SAPELLI;bundle;1.111;KAYU SAPELLI/bundle
T;KAYU SAPELLI;meter kubik;1.111;KAYU SAPELLI/meter kubik
T;KAYU SAPELLI;ton;1.111;KAYU SAPELLI/ton
T;KAYU SENGON;gram;1.111;KAYU SENGON/gram
T;KAYU SENGON;ton;1.111;KAYU SENGON/ton
T;KAYU SERPIHAN;gram;1.111;KAYU SERPIHAN/gram
T;KAYU SERPIHAN;kilogram per second;1.111;KAYU SERPIHAN/kilogram per second
T;KAYU SERPIHAN;ton;1.111;KAYU SERPIHAN/ton
T;KAYU SPRUCE;kilogram;1.111;KAYU SPRUCE/kilogram
T;KAYU SPRUCE;ton;1.111;KAYU SPRUCE/ton
T;KAYU WALNUT;ton;1.111;KAYU WALNUT/ton
T;KEDELAI;bag;1.111;KEDELAI/bag
T;KEDELAI;gram;1.111;KEDELAI/gram
T;KEDELAI;kemasan;1.111;KEDELAI/kemasan
T;KEDELAI;kilogram per second;1.111;KEDELAI/kilogram per second
T;KEDELAI;ton;1.111;KEDELAI/ton
T;KEDELE HITAM;kilogram;1.111;KEDELE HITAM/kilogram
T;KEDONDONG;gram;1.111;KEDONDONG/gram
T;KELAPA BULAT;gram;1.111;KELAPA BULAT/gram
T;KELAPA BULAT;kilogram per second;1.111;KELAPA BULAT/kilogram per second
T;KELAPA BULAT;ton;1.111;KELAPA BULAT/ton
T;KELAPA PARUT;bag;1.111;KELAPA PARUT/bag
T;KELAPA PARUT;gram;1.111;KELAPA PARUT/gram
T;KELAPA PARUT;kilogram per second;1.111;KELAPA PARUT/kilogram per second
T;KELAPA PARUT;ton;1.111;KELAPA PARUT/ton
T;KELAPA SERABUT;gram;1.111;KELAPA SERABUT/gram
T;KELAPA SERABUT;ton;1.111;KELAPA SERABUT/ton
T;KELAPA TEMPURUNG;ton;1.111;KELAPA TEMPURUNG/ton
T;KELOR;gram;1.111;KELOR/gram
T;KEMIRI;gram;1.111;KEMIRI/gram
T;KEMIRI;sack;1.111;KEMIRI/sack
T;KEMIRI;ton;1.111;KEMIRI/ton
T;KEMUKUS;gram;1.111;KEMUKUS/gram
T;KENCUR;gram;1.111;KENCUR/gram
T;KENTANG;bag;1.111;KENTANG/bag
T;KENTANG;ton;1.111;KENTANG/ton
T;KENTANG KONSUMSI;ton;1.111;KENTANG KONSUMSI/ton
T;KERAJINAN TANGAN;ton;1.111;KERAJINAN TANGAN/ton
T;KERTAS;ton;1.111;KERTAS/ton
T;KETAPANG BIJI;gram;1.111;KETAPANG BIJI/gram
T;KETUMBAR;bag;1.111;KETUMBAR/bag
T;KETUMBAR;gram;1.111;KETUMBAR/gram
T;KETUMBAR;meter kubik;1.111;KETUMBAR/meter kubik
T;KETUMBAR;ton;1.111;KETUMBAR/ton
T;KISMIS;carton;1.111;KISMIS/carton
T;KISMIS;case;1.111;KISMIS/case
T;KISMIS;ton;1.111;KISMIS/ton
T;KOPI BIJI;;1.111;KOPI BIJI/
T;KOPI BIJI;buah/butir/batang;1.111;KOPI BIJI/buah/butir/batang
T;KOPI BIJI;carton;1.111;KOPI BIJI/carton
T;KOPI BIJI;case;1.111;KOPI BIJI/case
T;KOPI BIJI;each;1.111;KOPI BIJI/each
T;KOPI BIJI;gram;1.111;KOPI BIJI/gram
T;KOPI BIJI;kilogram per second;1.111;KOPI BIJI/kilogram per second
T;KOPI BIJI;ton;1.111;KOPI BIJI/ton
T;KOPI BUBUK;gram;1.111;KOPI BUBUK/gram
T;KOPI BUBUK;kemasan;1.111;KOPI BUBUK/kemasan
T;KOPI BUBUK;ton;1.111;KOPI BUBUK/ton
T;KOPI INSTAN;case;1.111;KOPI INSTAN/case
T;KOPI INSTAN;gram;1.111;KOPI INSTAN/gram
T;KOPRA;bag;1.111;KOPRA/bag
T;KOPRA;ton;1.111;KOPRA/ton
T;KRIPTANTUS;kilogram;1.111;KRIPTANTUS/kilogram
T;KULIT KAYU;gram;1.111;KULIT KAYU/gram
T;KULIT KAYU MANIS;gram;1.111;KULIT KAYU MANIS/gram
T;KULIT KAYU MANIS;ton;1.111;KULIT KAYU MANIS/ton
T;KULIT KINA;gram;1.111;KULIT KINA/gram
T;KUMIS KUCING;gram;1.111;KUMIS KUCING/gram
T;KUNYIT;bag;1.111;KUNYIT/bag
T;KUNYIT;box;1.111;KUNYIT/box
T;KUNYIT;gram;1.111;KUNYIT/gram
T;KUNYIT;kemasan;1.111;KUNYIT/kemasan
T;KUNYIT;kilogram per second;1.111;KUNYIT/kilogram per second
T;KUPING GAJAH;gram;1.111;KUPING GAJAH/gram
T;KWACI;carton;1.111;KWACI/carton
T;LABISIA TURTLE;gram;1.111;LABISIA TURTLE/gram
T;LADA BIJI;gram;1.111;LADA BIJI/gram
T;LADA BIJI;ton;1.111;LADA BIJI/ton
T;LADA BUBUK;bag;1.111;LADA BUBUK/bag
T;LADA BUBUK;carton;1.111;LADA BUBUK/carton
T;LADA BUBUK;gram;1.111;LADA BUBUK/gram
T;LADA BUBUK;ton;1.111;LADA BUBUK/ton
T;LAIN-LAIN;bag;1.111;LAIN-LAIN/bag
T;LAIN-LAIN;carton;1.111;LAIN-LAIN/carton
T;LAIN-LAIN;gram;1.111;LAIN-LAIN/gram
T;LAIN-LAIN;kemasan;1.111;LAIN-LAIN/kemasan
T;LAIN-LAIN;ton;1.111;LAIN-LAIN/ton
T;LAMTORO GUNG;gram;1.111;LAMTORO GUNG/gram
T;Lembaga Jagung;gram;1.111;Lembaga Jagung/gram
T;LENGKUAS;gram;1.111;LENGKUAS/gram
T;LICORICE TEPUNG;kilogram;1.111;LICORICE TEPUNG/kilogram
T;LIMBAH KAPAS;ton;1.111;LIMBAH KAPAS/ton
T;LINEN;kilogram;1.111;LINEN/kilogram
T;LINEN;meter kubik;1.111;LINEN/meter kubik
T;LOBAK BUNGKIL;kilogram;1.111;LOBAK BUNGKIL/kilogram
T;LOBAK CINA HIJAU;kilogram;1.111;LOBAK CINA HIJAU/kilogram
T;LOTUS ROOTS;carton;1.111;LOTUS ROOTS/carton
T;LOTUS ROOTS;kilogram;1.111;LOTUS ROOTS/kilogram
T;LUMUT;bag;1.111;LUMUT/bag
T;LUMUT;kilogram per second;1.111;LUMUT/kilogram per second
T;MACA;kilogram;1.111;MACA/kilogram
T;MACADAMIA;carton;1.111;MACADAMIA/carton
T;MAHONI;gram;1.111;MAHONI/gram
T;MAJAKANI;ton;1.111;MAJAKANI/ton
T;MAKADAMIA;kilogram;1.111;MAKADAMIA/kilogram
T;MAKANAN BURUNG KENARI;kilogram;1.111;MAKANAN BURUNG KENARI/kilogram
T;MAKANAN BURUNG KENARI;ton;1.111;MAKANAN BURUNG KENARI/ton
T;MAKANAN KUDA;kilogram;1.111;MAKANAN KUDA/kilogram
T;Maltodextrin;gram;1.111;Maltodextrin/gram
T;MAMEY SAPOTE;gram;1.111;MAMEY SAPOTE/gram
T;MARJORAM;kilogram;1.111;MARJORAM/kilogram
T;MARJORAM;ton;1.111;MARJORAM/ton
T;MASOHI;kilogram;1.111;MASOHI/kilogram
T;MEDIA TANAM/SERBUK KELAPA;gram;1.111;MEDIA TANAM/SERBUK KELAPA/gram
T;MEDIA TANAM/SERBUK KELAPA;kemasan;1.111;MEDIA TANAM/SERBUK KELAPA/kemasan
T;MEDIA TANAM/SERBUK KELAPA;ton;1.111;MEDIA TANAM/SERBUK KELAPA/ton
T;MELINJO BIJI;gram;1.111;MELINJO BIJI/gram
T;MILLET;ton;1.111;MILLET/ton
T;MINYAK KELAPA;ton;1.111;MINYAK KELAPA/ton
T;MINYAK KELAPA MENTAH;ton;1.111;MINYAK KELAPA MENTAH/ton
T;MINYAK NILAM;botol;1.111;MINYAK NILAM/botol
T;MINYAK SAWIT;gram;1.111;MINYAK SAWIT/gram
T;MINYAK SAWIT;peti kemas;1.111;MINYAK SAWIT/peti kemas
T;MINYAK SAWIT;ton;1.111;MINYAK SAWIT/ton
T;MINYAK SAWIT MENTAH;ton;1.111;MINYAK SAWIT MENTAH/ton
T;NEKTARIN;buah/butir/batang;1.111;NEKTARIN/buah/butir/batang
T;NEKTARIN;kilogram;1.111;NEKTARIN/kilogram
T;NHYMPEA SPRED LOTUS;kilogram;1.111;NHYMPEA SPRED LOTUS/kilogram
T;NIGER BIJI;kilogram;1.111;NIGER BIJI/kilogram
T;NIGER BIJI;ton;1.111;NIGER BIJI/ton
T;NONE;kilogram;1.111;NONE/kilogram
T;OATS;bag;1.111;OATS/bag
T;OATS;kilogram;1.111;OATS/kilogram
T;OATS;kilogram of phosphorus pentoxide (phosphoric anhydride);1.111;OATS/kilogram of phosphorus pentoxide (phosphoric anhydride)
T;OATS;kilogram per kilogram;1.111;OATS/kilogram per kilogram
T;OATS;kilogram per second;1.111;OATS/kilogram per second
T;OATS;ton;1.111;OATS/ton
T;OIL PALM KERNEL;bag;1.111;OIL PALM KERNEL/bag
T;OIL PALM KERNEL;ton;1.111;OIL PALM KERNEL/ton
T;ONION POWDER;bag;1.111;ONION POWDER/bag
T;ONION POWDER;carton;1.111;ONION POWDER/carton
T;ONION POWDER;kilogram per second;1.111;ONION POWDER/kilogram per second
T;ONION POWDER;ton;1.111;ONION POWDER/ton
T;OREGANO;bag;1.111;OREGANO/bag
T;OREGANO;kemasan;1.111;OREGANO/kemasan
T;OREGANO;ton;1.111;OREGANO/ton
T;ORNAMENTAL PLANTS;bag;1.111;ORNAMENTAL PLANTS/bag
T;ORNAMENTAL PLANTS;gram;1.111;ORNAMENTAL PLANTS/gram
T;OXYPETALUM;buah/butir/batang;1.111;OXYPETALUM/buah/butir/batang
T;OXYPETALUM;kilogram;1.111;OXYPETALUM/kilogram
T;PAKAN BURUNG;bulk;1.111;PAKAN BURUNG/bulk
T;PAKAN BURUNG;kilogram;1.111;PAKAN BURUNG/kilogram
T;PAKAN BURUNG;ton;1.111;PAKAN BURUNG/ton
T;Pakan Ternak;bag;1.111;Pakan Ternak/bag
T;Pakan Ternak;ton;1.111;Pakan Ternak/ton
T;PAKUAN TANDUK RUSA;box;1.111;PAKUAN TANDUK RUSA/box
T;PALA BIJI;gram;1.111;PALA BIJI/gram
T;PALA BIJI;kilogram of phosphorus pentoxide (phosphoric anhydride);1.111;PALA BIJI/kilogram of phosphorus pentoxide (phosphoric anhydride)
T;PALA BIJI;ton;1.111;PALA BIJI/ton
T;PALA BUBUK;gram;1.111;PALA BUBUK/gram
T;PALEM;gram;1.111;PALEM/gram
T;PALLET;box;1.111;PALLET/box
T;PALLET;buah/butir/batang;1.111;PALLET/buah/butir/batang
T;PALLET;bulk;1.111;PALLET/bulk
T;PALLET;lembar;1.111;PALLET/lembar
T;PALLET;set;1.111;PALLET/set
T;PALLET;ton;1.111;PALLET/ton
T;PALM KERNEL EXPELLER;gram;1.111;PALM KERNEL EXPELLER/gram
T;PALM KERNEL EXPELLER;ton;1.111;PALM KERNEL EXPELLER/ton
T;PALM KERNEL MEAL;ton;1.111;PALM KERNEL MEAL/ton
T;PALM KERNEL OIL;ton;1.111;PALM KERNEL OIL/ton
T;PALM KERNEL OLEIN;ton;1.111;PALM KERNEL OLEIN/ton
T;PALM KERNEL STEARIN;ton;1.111;PALM KERNEL STEARIN/ton
T;PAMPAS GRASS;buah/butir/batang;1.111;PAMPAS GRASS/buah/butir/batang
T;PAMPAS GRASS;kilogram;1.111;PAMPAS GRASS/kilogram
T;PANDAN;gram;1.111;PANDAN/gram
T;PAPRIKA;bag;1.111;PAPRIKA/bag
T;PAPRIKA;carton;1.111;PAPRIKA/carton
T;PAPRIKA;ton;1.111;PAPRIKA/ton
T;PARSLEY;bag;1.111;PARSLEY/bag
T;PARSLEY;buah/butir/batang;1.111;PARSLEY/buah/butir/batang
T;PARSLEY;kemasan;1.111;PARSLEY/kemasan
T;PARSLEY;ton;1.111;PARSLEY/ton
T;PARSNIP;kilogram;1.111;PARSNIP/kilogram
T;PEAT;kilogram;1.111;PEAT/kilogram
T;PERABOT ROTAN;box;1.111;PERABOT ROTAN/box
T;PERABOT ROTAN;gram;1.111;PERABOT ROTAN/gram
T;PERABOT ROTAN;kit;1.111;PERABOT ROTAN/kit
T;PERABOTAN KAYU;carton;1.111;PERABOTAN KAYU/carton
T;PERABOTAN KAYU;kemasan;1.111;PERABOTAN KAYU/kemasan
T;PERABOTAN KAYU;ton;1.111;PERABOTAN KAYU/ton
T;PERSIMMON;carton;1.111;PERSIMMON/carton
T;PERSIMMON;gram;1.111;PERSIMMON/gram
T;PHYSALIS;kilogram;1.111;PHYSALIS/kilogram
T;PINANG;box;1.111;PINANG/box
T;PINANG;ton;1.111;PINANG/ton
T;PINANG BIJI;gram;1.111;PINANG BIJI/gram
T;PINANG BIJI;kemasan;1.111;PINANG BIJI/kemasan
T;PINANG BIJI;kilogram per second;1.111;PINANG BIJI/kilogram per second
T;PINANG BIJI;ton;1.111;PINANG BIJI/ton
T;PINANG BIJI;tonne per cubic metre;1.111;PINANG BIJI/tonne per cubic metre
T;PINTO BEANS;kilogram;1.111;PINTO BEANS/kilogram
T;PINTO BEANS;ton;1.111;PINTO BEANS/ton
T;PISTACHIO;botol;1.111;PISTACHIO/botol
T;PISTACHIO;carton;1.111;PISTACHIO/carton
T;PISTACHIO;kemasan;1.111;PISTACHIO/kemasan
T;PISTACHIO;ton;1.111;PISTACHIO/ton
T;POPCORN;bag;1.111;POPCORN/bag
T;POPCORN;kilogram per second;1.111;POPCORN/kilogram per second
T;POPCORN;ton;1.111;POPCORN/ton
T;PORANG;;1.111;PORANG/
T;PORANG;gram;1.111;PORANG/gram
T;PORANG;ton;1.111;PORANG/ton
T;PRODUK PASTA;gram;1.111;PRODUK PASTA/gram
T;PROTEA;kilogram;1.111;PROTEA/kilogram
T;PRUNUS;case;1.111;PRUNUS/case
T;PRUNUS;kilogram;1.111;PRUNUS/kilogram
T;PRUNUS;ton;1.111;PRUNUS/ton
T;PURUN TIKUS;kilogram;1.111;PURUN TIKUS/kilogram
T;RADISH;kilogram;1.111;RADISH/kilogram
T;RAGI;bag;1.111;RAGI/bag
T;RAGI;box;1.111;RAGI/box
T;RAGI;carton;1.111;RAGI/carton
T;RAGI;gram;1.111;RAGI/gram
T;RAGI;kilogram per second;1.111;RAGI/kilogram per second
T;RAGI;ton;1.111;RAGI/ton
T;RAGI;vial;1.111;RAGI/vial
T;RAMI;kilogram;1.111;RAMI/kilogram
T;RAPE SEED MEAL;kilogram;1.111;RAPE SEED MEAL/kilogram
T;RBD PALM OLEIN;ton;1.111;RBD PALM OLEIN/ton
T;RBD PALM STEARIN;ton;1.111;RBD PALM STEARIN/ton
T;REFINED INTERESTERIFIED HYDROGENATE;ton;1.111;REFINED INTERESTERIFIED HYDROGENATE/ton
